
100,42,0.42
200,87,0.435
300,119,0.396667
400,157,0.3925
500,202,0.404
600,243,0.405
700,286,0.408571
800,326,0.4075
900,360,0.4
1000,399,0.399
1100,443,0.402727
1200,482,0.401667
1300,530,0.407692
1400,579,0.413571
1500,619,0.412667
1600,662,0.41375
1700,696,0.409412
1800,749,0.416111
1900,789,0.415263
2000,834,0.417
2100,869,0.41381
2200,910,0.413636
2300,954,0.414783
2400,1001,0.417083
2500,1043,0.4172
2600,1081,0.415769
2700,1123,0.415926
2800,1164,0.415714
2900,1202,0.414483
3000,1242,0.414
3100,1280,0.412903
3200,1317,0.411563
3300,1346,0.407879
3400,1392,0.409412
3500,1439,0.411143
3600,1481,0.411389
3700,1535,0.414865
3800,1577,0.415
3900,1617,0.414615
4000,1663,0.41575
4100,1706,0.416098
4200,1745,0.415476
4300,1791,0.416512
4400,1836,0.417273
4500,1875,0.416667
4600,1920,0.417391
4700,1965,0.418085
4800,2010,0.41875
4900,2057,0.419796
5000,2098,0.4196
5100,2135,0.418627
5200,2178,0.418846
5300,2222,0.419245
5400,2255,0.417593
5500,2298,0.417818
5600,2340,0.417857
5700,2369,0.415614
5800,2413,0.416034
5900,2452,0.415593
6000,2490,0.415
6100,2528,0.414426
6200,2566,0.413871
6300,2607,0.41381
6400,2648,0.41375
6500,2686,0.413231
6600,2724,0.412727
6700,2761,0.41209
6800,2793,0.410735
6900,2842,0.411884
7000,2883,0.411857
7100,2924,0.411831
7200,2960,0.411111
7300,3013,0.41274
7400,3049,0.412027
7500,3096,0.4128
7600,3138,0.412895
7700,3176,0.412468
7800,3220,0.412821
7900,3267,0.413544
8000,3307,0.413375
8100,3347,0.41321
8200,3393,0.41378
8300,3438,0.414217
8400,3478,0.414048
8500,3523,0.414471
8600,3565,0.414535
8700,3613,0.415287
8800,3657,0.415568
8900,3700,0.41573
9000,3745,0.416111
9100,3782,0.415604
9200,3820,0.415217
9300,3869,0.416021
9400,3916,0.416596
9500,3968,0.417684
9600,4011,0.417812
9700,4049,0.417423
9800,4091,0.417449
9900,4128,0.41697
10000,4174,0.4174
