
100000,145,0.00145
200000,285,0.001425
300000,421,0.00140333
400000,571,0.0014275
500000,726,0.001452
600000,855,0.001425
700000,986,0.00140857
800000,1135,0.00141875
900000,1291,0.00143444
1000000,1418,0.001418
1100000,1553,0.00141182
1200000,1691,0.00140917
1300000,1834,0.00141077
1400000,1978,0.00141286
1500000,2097,0.001398
1600000,2238,0.00139875
1700000,2384,0.00140235
1800000,2510,0.00139444
1900000,2650,0.00139474
2000000,2796,0.001398
2100000,2962,0.00141048
2200000,3103,0.00141045
2300000,3245,0.00141087
2400000,3399,0.00141625
2500000,3551,0.0014204
2600000,3680,0.00141538
2700000,3830,0.00141852
2800000,3969,0.0014175
2900000,4125,0.00142241
3000000,4259,0.00141967
3100000,4419,0.00142548
3200000,4566,0.00142688
3300000,4714,0.00142848
3400000,4854,0.00142765
3500000,5003,0.00142943
3600000,5139,0.0014275
3700000,5276,0.00142595
3800000,5395,0.00141974
3900000,5546,0.00142205
4000000,5681,0.00142025
4100000,5836,0.00142341
4200000,5983,0.00142452
4300000,6124,0.00142419
4400000,6287,0.00142886
4500000,6405,0.00142333
4600000,6547,0.00142326
4700000,6702,0.00142596
4800000,6850,0.00142708
4900000,6994,0.00142735
5000000,7133,0.0014266
5100000,7269,0.00142529
5200000,7418,0.00142654
5300000,7564,0.00142717
5400000,7722,0.00143
5500000,7877,0.00143218
5600000,8014,0.00143107
5700000,8159,0.0014314
5800000,8310,0.00143276
5900000,8462,0.00143424
6000000,8612,0.00143533
6100000,8739,0.00143262
6200000,8910,0.0014371
6300000,9049,0.00143635
6400000,9181,0.00143453
6500000,9309,0.00143215
6600000,9433,0.00142924
6700000,9591,0.00143149
6800000,9718,0.00142912
6900000,9864,0.00142957
7000000,10024,0.001432
7100000,10183,0.00143423
7200000,10321,0.00143347
7300000,10447,0.0014311
7400000,10587,0.00143068
7500000,10736,0.00143147
7600000,10893,0.00143329
7700000,11025,0.00143182
7800000,11150,0.00142949
7900000,11302,0.00143063
8000000,11452,0.0014315
8100000,11590,0.00143086
8200000,11733,0.00143085
8300000,11846,0.00142723
8400000,11983,0.00142655
8500000,12108,0.00142447
8600000,12237,0.00142291
8700000,12377,0.00142264
8800000,12519,0.00142261
8900000,12658,0.00142225
9000000,12800,0.00142222
9100000,12936,0.00142154
9200000,13081,0.00142185
9300000,13228,0.00142237
9400000,13369,0.00142223
9500000,13537,0.00142495
9600000,13678,0.00142479
9700000,13823,0.00142505
9800000,13993,0.00142786
9900000,14137,0.00142798
10000000,14279,0.0014279
10100000,14404,0.00142614
10200000,14557,0.00142716
10300000,14700,0.00142718
10400000,14849,0.00142779
10500000,15016,0.0014301
10600000,15159,0.00143009
10700000,15281,0.00142813
10800000,15426,0.00142833
10900000,15578,0.00142917
11000000,15717,0.00142882
11100000,15854,0.00142829
11200000,16013,0.00142973
11300000,16152,0.00142938
11400000,16286,0.0014286
11500000,16430,0.0014287
11600000,16561,0.00142767
11700000,16719,0.00142897
11800000,16858,0.00142864
11900000,16998,0.0014284
12000000,17152,0.00142933
12100000,17283,0.00142835
12200000,17411,0.00142713
12300000,17576,0.00142894
12400000,17728,0.00142968
12500000,17879,0.00143032
12600000,18020,0.00143016
12700000,18136,0.00142803
12800000,18293,0.00142914
12900000,18439,0.00142938
13000000,18565,0.00142808
13100000,18717,0.00142878
13200000,18840,0.00142727
13300000,18998,0.00142842
13400000,19133,0.00142784
13500000,19258,0.00142652
13600000,19427,0.00142846
13700000,19567,0.00142825
13800000,19732,0.00142986
13900000,19887,0.00143072
14000000,20057,0.00143264
14100000,20223,0.00143426
14200000,20363,0.00143401
14300000,20515,0.00143462
14400000,20672,0.00143556
14500000,20822,0.001436
14600000,20952,0.00143507
14700000,21105,0.00143571
14800000,21258,0.00143635
14900000,21414,0.00143718
15000000,21558,0.0014372
15100000,21696,0.00143682
15200000,21858,0.00143803
15300000,22001,0.00143797
15400000,22149,0.00143825
15500000,22289,0.001438
15600000,22427,0.00143763
15700000,22593,0.00143904
15800000,22734,0.00143886
15900000,22860,0.00143774
16000000,22988,0.00143675
16100000,23143,0.00143745
16200000,23279,0.00143698
16300000,23416,0.00143656
16400000,23561,0.00143665
16500000,23712,0.00143709
16600000,23838,0.00143602
16700000,23991,0.00143659
16800000,24144,0.00143714
16900000,24283,0.00143686
17000000,24438,0.00143753
17100000,24578,0.00143731
17200000,24721,0.00143727
17300000,24871,0.00143763
17400000,25019,0.00143787
17500000,25166,0.00143806
17600000,25299,0.00143744
17700000,25447,0.00143768
17800000,25600,0.0014382
17900000,25765,0.00143939
18000000,25896,0.00143867
18100000,26056,0.00143956
18200000,26213,0.00144027
18300000,26360,0.00144044
18400000,26511,0.00144082
18500000,26669,0.00144157
18600000,26802,0.00144097
18700000,26950,0.00144118
18800000,27090,0.00144096
18900000,27231,0.00144079
19000000,27377,0.00144089
19100000,27529,0.00144131
19200000,27674,0.00144135
19300000,27803,0.00144057
19400000,27977,0.00144211
19500000,28118,0.00144195
19600000,28261,0.00144189
19700000,28418,0.00144254
19800000,28551,0.00144197
19900000,28691,0.00144176
20000000,28831,0.00144155
20100000,28983,0.00144194
20200000,29129,0.00144203
20300000,29261,0.00144143
20400000,29412,0.00144176
20500000,29585,0.00144317
20600000,29735,0.00144345
20700000,29864,0.00144271
20800000,29988,0.00144173
20900000,30118,0.00144105
21000000,30253,0.00144062
21100000,30396,0.00144057
21200000,30538,0.00144047
21300000,30674,0.00144009
21400000,30811,0.00143977
21500000,30968,0.00144037
21600000,31084,0.00143907
21700000,31206,0.00143806
